#ID,メイン名,サブ名,説明,スキル効果値表示パラメータ番号,スキル効果値表示機能番号,スキル効果値表示タイプ,ボイス番号,分類,種類,属性,ジョブタイプ,物理or魔法,コスト,優先度,,スキルランク,ヘイト倍率,ターゲット,発動タイミング,維持ターン,条件,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,属性デッキコンボ,機能,,,,,,,,
#,（P9/E12文字）,（14文字）,,,,,,,,,,,,PvE,PvP,,,,,,,,,,,,一枚ごとの倍率上昇,発動条件,パラメータ1,パラメータ2,パラメータ3,パラメータ4,パラメータ5,優先度,機能ID,
31001213,自身增益（攻击UP）,本体,全体ATK ＆ INT UP：MND*100,,0,,,,SUPPORT,DARK,NULL,MAGIC,,,,RANK1,0,ENEMY_ALL,,,,,,,,,,,,,,,,,31001213,
31001214,全体攻击,部位①,全体攻撃：ATK*200,,0,,,,ATTACK,DARK,NULL,PHYSICS,,,,RANK1,0,USER_ALL,,,,,,,,,,,,,,,,,31001214,
31001215,通常攻击＆ATK减益,部位②,通常攻撃：INT*75 ＆ ATK DOWN：MND*100,,0,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31001215,
31001216,通常攻击＆INT减益,部位②,通常攻撃：INT*75 ＆ INT DOWN：MND*100,,0,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31001216,
31001217,通常攻击,部位②,通常攻撃：INT*75,,0,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31001217,
#超級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001311,通常攻击,本体,通常攻撃：ATK*100,,0,,,,ATTACK,DARK,NULL,PHYSICS,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31001311,
31001312,自身增益（防御UP）,本体,全体DEF ＆ MDEF UP：MND*100,,0,,,,SUPPORT,DARK,NULL,MAGIC,,,,RANK1,0,ENEMY_ALL,,,,,,,,,,,,,,,,,31001312,
31001313,自身增益（攻击UP）,本体,全体ATK ＆ INT UP：MND*100,,0,,,,SUPPORT,DARK,NULL,MAGIC,,,,RANK1,0,ENEMY_ALL,,,,,,,,,,,,,,,,,31001313,
31001314,全体攻击,部位①,全体攻撃：ATK*200,,0,,,,ATTACK,DARK,NULL,PHYSICS,,,,RANK1,0,USER_ALL,,,,,,,,,,,,,,,,,31001314,
31001315,通常攻击＆ATK减益,部位②,通常攻撃：INT*75 ＆ ATK DOWN：MND*100,,0,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31001315,
31001316,通常攻击＆INT减益,部位②,通常攻撃：INT*75 ＆ INT DOWN：MND*100,,0,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31001316,
31001317,通常攻击,部位②,通常攻撃：INT*75,,0,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31001317,
#超ド級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31001411,通常攻击,本体,通常攻撃：ATK*100,,0,,,,ATTACK,DARK,NULL,PHYSICS,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31001411,
31001412,自身增益（防御UP）,本体,全体DEF ＆ MDEF UP：MND*75,,0,,,,SUPPORT,DARK,NULL,MAGIC,,,,RANK1,0,ENEMY_ALL,,,,,,,,,,,,,,,,,31001412,
31001413,自身增益（攻击UP）,本体,全体ATK ＆ INT UP：MND*100(INTは80）,,0,,,,SUPPORT,DARK,NULL,MAGIC,,,,RANK1,0,ENEMY_ALL,,,,,,,,,,,,,,,,,31001413,
31001414,全体攻击,部位①,全体攻撃：ATK*100,,0,,,,ATTACK,DARK,NULL,PHYSICS,,,,RANK1,0,USER_ALL,,,,,,,,,,,,,,,,,31001414,
31001415,通常攻击＆ATK减益,部位②,通常攻撃：INT*75 ＆ ATK DOWN：MND*100,,0,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31001415,
31001416,通常攻击＆INT减益,部位②,通常攻撃：INT*75 ＆ INT DOWN：MND*100,,0,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31001416,
31001417,通常攻击,部位②,通常攻撃：INT*75,,0,,,,SORCERY,DARK,NULL,MAGIC,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31001417,
#セイントドラゴン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#中級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101111,全体攻击（魔法）,本体,全体攻撃：INT*200,,0,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,0,USER_ALL,,,,,,,,,,,,,,,,,31101111,
31101112,全体攻击（魔法）,本体,全体攻撃：INT*150,,0,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,0,USER_ALL,,,,,,,,,,,,,,,,,31101112,
31101113,全体攻击（魔法）,本体,全体攻撃：INT*100,,0,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,0,USER_ALL,,,,,,,,,,,,,,,,,31101113,
31101114,通常攻击（魔法）,本体,単体攻撃：INT*100,,0,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31101114,
31101115,强攻击（物理）,部位①,単体攻撃：ATK*100　自己ATKUP:MND*100,,0,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31101115,
31101116,通常攻击（物理）,部位①,単体攻撃：ATK*100,,0,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31101116,
#上級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101211,全体攻击（魔法）,本体,全体攻撃：INT*200,,0,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,0,USER_ALL,,,,,,,,,,,,,,,,,31101211,
31101212,全体攻击（魔法）,本体,全体攻撃：INT*150,,0,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,0,USER_ALL,,,,,,,,,,,,,,,,,31101212,
31101213,全体攻击（魔法）,本体,全体攻撃：INT*100,,0,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,0,USER_ALL,,,,,,,,,,,,,,,,,31101213,
31101214,通常攻击（魔法）,本体,単体攻撃：INT*100,,0,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31101214,
31101215,强攻击（物理）,部位①,単体攻撃：ATK*100　自己ATKUP:MND*100,,0,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31101215,
31101216,通常攻击（物理）,部位①,単体攻撃：ATK*100,,0,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31101216,
31101217,单体INTUP,部位②,単体INTUP：MND*100,,0,,,,SUPPORT,LIGHT,NULL,MAGIC,,,,RANK1,0,ENEMY_ONE,,,,,,,,,,,,,,,,,31101217,
#超級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101311,全体攻击（魔法）,本体,全体攻撃：INT*200,,0,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,0,USER_ALL,,,,,,,,,,,,,,,,,31101311,
31101312,全体攻击（魔法）,本体,全体攻撃：INT*150,,0,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,0,USER_ALL,,,,,,,,,,,,,,,,,31101312,
31101313,全体攻击（魔法）,本体,全体攻撃：INT*100,,0,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,0,USER_ALL,,,,,,,,,,,,,,,,,31101313,
31101314,封印攻击,本体,単体：コスト5カードを封印　8ターン,,0,,,,JAMMING,LIGHT,NULL,MAGIC,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31101314,
31101315,通常攻击（魔法）,本体,単体攻撃：INT*100,,0,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31101315,
31101316,强攻击（物理）,部位①,単体攻撃：ATK*100　自己ATKUP:MND*100,,0,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31101316,
31101317,通常攻击（物理）,部位①,単体攻撃：ATK*100＆ATK DOWN：MND*100（2ターン）,,0,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31101317,
31101318,通常攻击（物理）,部位①,単体攻撃：ATK*100＆INT DOWN：MND*100（2ターン）,,0,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31101318,
31101319,强攻击（物理）,部位①,単体攻撃：ATK*100,,0,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31101319,
31101320,单体INTUP,部位②,単体INTUP：MND*100,,0,,,,SUPPORT,LIGHT,NULL,MAGIC,,,,RANK1,0,ENEMY_ONE,,,,,,,,,,,,,,,,,31101320,
#超ド級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31101411,全体攻击（魔法）,本体,全体攻撃：INT*200,,0,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,0,USER_ALL,,,,,,,,,,,,,,,,,31101411,
31101412,全体攻击（魔法）,本体,全体攻撃：INT*150,,0,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,0,USER_ALL,,,,,,,,,,,,,,,,,31101412,
31101413,全体攻击（魔法）,本体,全体攻撃：INT*100,,0,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,0,USER_ALL,,,,,,,,,,,,,,,,,31101413,
31101414,封印攻击,本体,単体：コスト5カードを封印　8ターン,,0,,,,JAMMING,LIGHT,NULL,MAGIC,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31101414,
31101415,通常攻击（魔法）,本体,単体攻撃：INT*100,,0,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31101415,
31101416,强攻击（物理）,部位①,単体攻撃：ATK*100　自己ATKUP:MND*100,,0,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31101416,
31101417,通常攻击（物理）,部位①,単体攻撃：ATK*100＆ATK DOWN：MND*100（2ターン）,,0,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31101417,
31101418,通常攻击（物理）,部位①,単体攻撃：ATK*100＆INT DOWN：MND*100（2ターン）,,0,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31101418,
31101419,强攻击（物理）,部位①,単体攻撃：ATK*100,,0,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31101419,
31101420,单体INTUP,部位②,単体INTUP：MND*100,,0,,,,SUPPORT,LIGHT,NULL,MAGIC,,,,RANK1,0,ENEMY_ONE,,,,,,,,,,,,,,,,,31101420,
31101421,封印攻击,本体,単体：コスト3カードを封印　8ターン,,0,,,,JAMMING,LIGHT,NULL,MAGIC,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31101421,
#ギルガメッシュドラゴン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#中級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31102111,全体攻击（魔法）,本体,全体攻撃：INT*200,,0,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,0,USER_ALL,,,,,,,,,,,,,,,,,31102111,
31102112,全体攻击（魔法）,本体,全体攻撃：INT*150,,0,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,0,USER_ALL,,,,,,,,,,,,,,,,,31102112,
31102113,全体攻击（魔法）,本体,全体攻撃：INT*100,,0,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,0,USER_ALL,,,,,,,,,,,,,,,,,31102113,
31102114,通常攻击（魔法）,本体,単体攻撃：INT*100,,0,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31102114,
31102115,强攻击（物理）,部位①,単体攻撃：ATK*100　自己ATKUP:MND*100,,0,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31102115,
31102116,通常攻击（物理）,部位①,単体攻撃：ATK*100,,0,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31102116,
#上級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31102211,全体攻击（魔法）,本体,全体攻撃：INT*200,,0,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,0,USER_ALL,,,,,,,,,,,,,,,,,31102211,
31102212,全体攻击（魔法）,本体,全体攻撃：INT*150,,0,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,0,USER_ALL,,,,,,,,,,,,,,,,,31102212,
31102213,全体攻击（魔法）,本体,全体攻撃：INT*100,,0,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,0,USER_ALL,,,,,,,,,,,,,,,,,31102213,
31102214,通常攻击（魔法）,本体,単体攻撃：INT*100,,0,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31102214,
31102215,强攻击（物理）,部位①,単体攻撃：ATK*100　自己ATKUP:MND*100,,0,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31102215,
31102216,通常攻击（物理）,部位①,単体攻撃：ATK*100,,0,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31102216,
31102217,单体INTUP,部位②,単体INTUP：MND*100,,0,,,,SUPPORT,LIGHT,NULL,MAGIC,,,,RANK1,0,ENEMY_ONE,,,,,,,,,,,,,,,,,31102217,
#超級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31102311,全体攻击（魔法）,本体,全体攻撃：INT*200,,0,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,0,USER_ALL,,,,,,,,,,,,,,,,,31102311,
31102312,全体攻击（魔法）,本体,全体攻撃：INT*150,,0,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,0,USER_ALL,,,,,,,,,,,,,,,,,31102312,
31102313,全体攻击（魔法）,本体,全体攻撃：INT*100,,0,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,0,USER_ALL,,,,,,,,,,,,,,,,,31102313,
31102314,封印攻击,本体,単体：コスト5カードを封印　8ターン,,0,,,,JAMMING,LIGHT,NULL,MAGIC,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31102314,
31102315,通常攻击（魔法）,本体,単体攻撃：INT*100,,0,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31102315,
31102316,强攻击（物理）,部位①,単体攻撃：ATK*100　自己ATKUP:MND*100,,0,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31102316,
31102317,通常攻击（物理）,部位①,単体攻撃：ATK*100＆ATK DOWN：MND*100（2ターン）,,0,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31102317,
31102318,通常攻击（物理）,部位①,単体攻撃：ATK*100＆INT DOWN：MND*100（2ターン）,,0,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31102318,
31102319,强攻击（物理）,部位①,単体攻撃：ATK*100,,0,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31102319,
31102320,单体INTUP,部位②,単体INTUP：MND*100,,0,,,,SUPPORT,LIGHT,NULL,MAGIC,,,,RANK1,0,ENEMY_ONE,,,,,,,,,,,,,,,,,31102320,
#超ド級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31102411,全体攻击（魔法）,本体,全体攻撃：INT*200,,0,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,0,USER_ALL,,,,,,,,,,,,,,,,,31102411,
31102412,全体攻击（魔法）,本体,全体攻撃：INT*150,,0,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,0,USER_ALL,,,,,,,,,,,,,,,,,31102412,
31102413,全体攻击（魔法）,本体,全体攻撃：INT*100,,0,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,0,USER_ALL,,,,,,,,,,,,,,,,,31102413,
31102414,封印攻击,本体,単体：コスト5カードを封印　8ターン,,0,,,,JAMMING,LIGHT,NULL,MAGIC,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31102414,
31102415,通常攻击（魔法）,本体,単体攻撃：INT*100,,0,,,,SORCERY,LIGHT,NULL,MAGIC,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31102415,
31102416,强攻击（物理）,部位①,単体攻撃：ATK*100　自己ATKUP:MND*100,,0,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31102416,
31102417,通常攻击（物理）,部位①,単体攻撃：ATK*100＆ATK DOWN：MND*100（2ターン）,,0,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31102417,
31102418,通常攻击（物理）,部位①,単体攻撃：ATK*100＆INT DOWN：MND*100（2ターン）,,0,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31102418,
31102419,强攻击（物理）,部位①,単体攻撃：ATK*100,,0,,,,ATTACK,LIGHT,NULL,PHYSICS,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31102419,
31102420,单体INTUP,部位②,単体INTUP：MND*100,,0,,,,SUPPORT,LIGHT,NULL,MAGIC,,,,RANK1,0,ENEMY_ONE,,,,,,,,,,,,,,,,,31102420,
31102421,封印攻击,本体,単体：コスト3カードを封印　8ターン,,0,,,,JAMMING,LIGHT,NULL,MAGIC,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31102421,
#ウィンドチアリーイーター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#中級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31201111,普通攻击,本体,通常風攻撃（魔法）： INT * 100,,0,,,,SORCERY,WIND,NULL,MAGIC,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31201111,
31201112,全体攻击,本体,全体風攻撃（魔法）： INT * 100,,0,,,,SORCERY,WIND,NULL,MAGIC,,,,RANK1,0,USER_ALL,,,,,,,,,,,,,,,,,31201112,
31201113,普通攻击,部位①,通常風攻撃（魔法）： INT * 100,,0,,,,SORCERY,WIND,NULL,MAGIC,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31201113,
31201114,全体INTUP＆DEF DOWN,部位①,全体INTUP：MND*100　単体DEFDOWN：MND*50,,0,,,,SUPPORT,WIND,NULL,MAGIC,,,,RANK1,0,ENEMY_ALL,,,,,,,,,,,,,,,,,31201114,
31201115,全体INTUP,部位①,全体INTUP：MND*150,,0,,,,SUPPORT,WIND,NULL,MAGIC,,,,RANK1,0,ENEMY_ALL,,,,,,,,,,,,,,,,,31201115,
#上級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31201211,普通攻击,本体,通常風攻撃（魔法）： INT * 100,,0,,,,SORCERY,WIND,NULL,MAGIC,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31201211,
31201212,全体攻击,本体,全体風攻撃（魔法）： INT * 100,,0,,,,SORCERY,WIND,NULL,MAGIC,,,,RANK1,0,USER_ALL,,,,,,,,,,,,,,,,,31201212,
31201213,普通攻击,部位①,通常風攻撃（魔法）： INT * 100,,0,,,,SORCERY,WIND,NULL,MAGIC,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31201213,
31201214,全体INTUP＆DEF DOWN,部位①,全体INTUP：MND*100　単体DEFDOWN：MND*50,,0,,,,SUPPORT,WIND,NULL,MAGIC,,,,RANK1,0,ENEMY_ALL,,,,,,,,,,,,,,,,,31201214,
31201215,全体INTUP,部位①,全体INTUP：MND*150,,0,,,,SUPPORT,WIND,NULL,MAGIC,,,,RANK1,0,ENEMY_ALL,,,,,,,,,,,,,,,,,31201215,
31201216,普通攻击,部位②,通常風攻撃（物理）： ATK * 200,,0,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31201216,
31201217,封印,部位②,火属性封印,,0,,,,JAMMING,WIND,NULL,MAGIC,,,,RANK1,0,USER_ALL,,,,,,,,,,,,,,,,,31201217,
31201218,封印,部位②,4コスト封印,,0,,,,JAMMING,WIND,NULL,MAGIC,,,,RANK1,0,USER_ALL,,,,,,,,,,,,,,,,,31201218,
#超級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31201311,普通攻击,本体,通常風攻撃（魔法）： INT * 100,,0,,,,SORCERY,WIND,NULL,MAGIC,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31201311,
31201312,全体攻击,本体,全体風攻撃（魔法）： INT * 100,,0,,,,SORCERY,WIND,NULL,MAGIC,,,,RANK1,0,USER_ALL,,,,,,,,,,,,,,,,,31201312,
31201313,普通攻击,部位①,通常風攻撃（魔法）： INT * 100,,0,,,,SORCERY,WIND,NULL,MAGIC,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31201313,
31201314,全体INTUP＆DEF DOWN,部位①,全体INTUP：MND*100　単体DEFDOWN：MND*50,,0,,,,SUPPORT,WIND,NULL,MAGIC,,,,RANK1,0,ENEMY_ALL,,,,,,,,,,,,,,,,,31201314,
31201315,全体INTUP,部位①,全体INTUP：MND*150,,0,,,,SUPPORT,WIND,NULL,MAGIC,,,,RANK1,0,ENEMY_ALL,,,,,,,,,,,,,,,,,31201315,
31201316,普通攻击,部位②,通常風攻撃（物理）： ATK * 200,,0,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31201316,
31201317,封印,部位②,火属性封印,,0,,,,JAMMING,WIND,NULL,MAGIC,,,,RANK1,0,USER_ALL,,,,,,,,,,,,,,,,,31201317,
31201318,封印,部位②,4コスト封印,,0,,,,JAMMING,WIND,NULL,MAGIC,,,,RANK1,0,USER_ALL,,,,,,,,,,,,,,,,,31201318,
#超ド級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31201411,普通攻击,本体,通常風攻撃（魔法）： INT * 100,,0,,,,SORCERY,WIND,NULL,MAGIC,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31201411,
31201412,全体攻击,本体,全体風攻撃（魔法）： INT * 100,,0,,,,SORCERY,WIND,NULL,MAGIC,,,,RANK1,0,USER_ALL,,,,,,,,,,,,,,,,,31201412,
31201413,普通攻击,部位①,通常風攻撃（魔法）： INT * 100,,0,,,,SORCERY,WIND,NULL,MAGIC,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31201413,
31201414,全体INTUP＆DEF DOWN,部位①,全体INTUP：MND*100　単体DEFDOWN：MND*50,,0,,,,SUPPORT,WIND,NULL,MAGIC,,,,RANK1,0,ENEMY_ALL,,,,,,,,,,,,,,,,,31201414,
31201415,全体INTUP,部位①,全体INTUP：MND*150,,0,,,,SUPPORT,WIND,NULL,MAGIC,,,,RANK1,0,ENEMY_ALL,,,,,,,,,,,,,,,,,31201415,
31201416,普通攻击,部位②,通常風攻撃（物理）： ATK * 200,,0,,,,ATTACK,WIND,NULL,PHYSICS,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31201416,
31201417,封印,部位②,火属性封印,,0,,,,JAMMING,WIND,NULL,MAGIC,,,,RANK1,0,USER_ALL,,,,,,,,,,,,,,,,,31201417,
31201418,封印,部位②,4コスト封印,,0,,,,JAMMING,WIND,NULL,MAGIC,,,,RANK1,0,USER_ALL,,,,,,,,,,,,,,,,,31201418,
#ファイアキメラ（リバイバル）※過去データ使い回し。挙動はシシマイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#武者クーホリン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#中級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31301111,全体INT增益,本体,全体INTUP：固定値※未使用,,0,,,,SUPPORT,ICE,NULL,MAGIC,,,,RANK1,0,ENEMY_ALL,,,,,,,,,,,,,,,,,31301111,
31301112,全体ATK＆INT增益,本体,全体ATK＆INT UP：MND*100,,0,,,,SUPPORT,ICE,NULL,MAGIC,,,,RANK1,0,ENEMY_ALL,,,,,,,,,,,,,,,,,31301112,
31301113,通常攻击（连续）,本体,単体攻撃：INT*75（2～3回）※未使用,,0,,,,SORCERY,ICE,NULL,MAGIC,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31301113,
31301114,通常攻击,本体,単体攻撃：INT*100,,0,,,,SORCERY,ICE,NULL,MAGIC,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31301114,
31301115,通常攻击（连续）,部位①,単体攻撃：INT*50＆光属性封印（単体/1枚/4～5コスト/3T）,,0,,,,SORCERY,ICE,NULL,MAGIC,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31301115,
31301116,通常攻击（连续）,部位①,単体攻撃：INT*50＆風属性封印（単体/1枚/4～5コスト/6T）,,0,,,,SORCERY,ICE,NULL,MAGIC,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31301116,
31301117,通常攻击（连续）,部位①,単体攻撃：INT*50＆3コスト封印（単体/1枚/3T）,,0,,,,SORCERY,ICE,NULL,MAGIC,,,,RANK1,0,USER_ONE,,,,,,,,,,,,,,,,,31301117,
31301118,自身ATK UP,部位②,自己ATKUP※未使用,,0,,,,SUPPORT,ICE,NULL,MAGIC,,,,RANK1,0,SELF,,,,,,,,,,,,,,,,,31301118,
31301119,盖伯尔加,部位②,全体攻撃：ATK*200,,0,,,,ATTACK,ICE,NULL,PHYSICS,,,,RANK1,0,USER_ALL,,,,,,,,,,,,,,,,,31301119,
#上級,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31301211,全体INT增益,本体,全体INTUP：固定値,,0,,,,SUPPORT,ICE,NULL,MAGIC,,,,RANK1,0,ENEMY_ALL,,,,,,,,,,,,,,,,,31301211,
31301212,全体ATK＆INT增益,本体,全体ATK＆INT UP：MND*100,,0,,,,SUPPORT,ICE,NULL,MAGIC,,,,RANK1,0,ENEMY_ALL,,,,,,,,,,,,,,,,,31301212,
